 #*******************************************************************************************
 #N     h                       T-Rule.              S-Rule            G-Quad           Error_trap                  Error_simp         Error_gau
 #*******************************************************************************************
    790   0.0025        0.01297210894922623      0.01297210894922446      0.00648605447461303      3.88417783151007434      3.88417783150967999      2.44208891575501896
    800   0.0025        0.01297210894922622      0.01297210894922459      0.00648605447461303      3.88417783151007212      3.88417783150970930      2.44208891575501807
    810   0.0025        0.01297210894922621      0.01297210894922468      0.00648605447461303      3.88417783151006946      3.88417783150973017      2.44208891575501807
    820   0.0024        0.01297210894922620      0.01297210894922481      0.00648605447461302      3.88417783151006812      3.88417783150975815      2.44208891575501674
    830   0.0024        0.01297210894922620      0.01297210894922489      0.00648605447461303      3.88417783151006635      3.88417783150977503      2.44208891575501719
    840   0.0024        0.01297210894922620      0.01297210894922497      0.00648605447461303      3.88417783151006635      3.88417783150979279      2.44208891575501807
    850   0.0024        0.01297210894922619      0.01297210894922505      0.00648605447461304      3.88417783151006502      3.88417783150981055      2.44208891575501896
    860   0.0023        0.01297210894922619      0.01297210894922514      0.00648605447461304      3.88417783151006590      3.88417783150983187      2.44208891575502074
    870   0.0023        0.01297210894922620      0.01297210894922520      0.00648605447461304      3.88417783151006635      3.88417783150984430      2.44208891575502074
    880   0.0023        0.01297210894922617      0.01297210894922526      0.00648605447461303      3.88417783151006013      3.88417783150985763      2.44208891575501763
    890   0.0022        0.01297210894922618      0.01297210894922530      0.00648605447461304      3.88417783151006279      3.88417783150986651      2.44208891575502074
    900   0.0022        0.01297210894922617      0.01297210894922537      0.00648605447461304      3.88417783151006013      3.88417783150988294      2.44208891575501941
    910   0.0022        0.01297210894922617      0.01297210894922543      0.00648605447461303      3.88417783151006013      3.88417783150989671      2.44208891575501896
    920   0.0022        0.01297210894922617      0.01297210894922548      0.00648605447461304      3.88417783151006013      3.88417783150990781      2.44208891575502030
    930   0.0022        0.01297210894922618      0.01297210894922551      0.00648605447461304      3.88417783151006191      3.88417783150991314      2.44208891575502030
    940   0.0021        0.01297210894922619      0.01297210894922556      0.00648605447461305      3.88417783151006502      3.88417783150992557      2.44208891575502207
    950   0.0021        0.01297210894922616      0.01297210894922560      0.00648605447461304      3.88417783151005880      3.88417783150993223      2.44208891575502074
    960   0.0021        0.01297210894922617      0.01297210894922564      0.00648605447461303      3.88417783151005969      3.88417783150994289      2.44208891575501763
    970   0.0021        0.01297210894922617      0.01297210894922564      0.00648605447461305      3.88417783151006013      3.88417783150994289      2.44208891575502118
    980   0.0020        0.01297210894922616      0.01297210894922569      0.00648605447461304      3.88417783151005747      3.88417783150995399      2.44208891575501985
    990   0.0020        0.01297210894922618      0.01297210894922571      0.00648605447461305      3.88417783151006324      3.88417783150995755      2.44208891575502118
   1000   0.0020        0.01297210894922616      0.01297210894922573      0.00648605447461304      3.88417783151005747      3.88417783150996154      2.44208891575502074
   1010   0.0020        0.01297210894922615      0.01297210894922575      0.00648605447461305      3.88417783151005569      3.88417783150996687      2.44208891575502296
   1020   0.0020        0.01297210894922617      0.01297210894922580      0.00648605447461305      3.88417783151005969      3.88417783150997797      2.44208891575502296
   1030   0.0019        0.01297210894922615      0.01297210894922579      0.00648605447461304      3.88417783151005747      3.88417783150997709      2.44208891575502118
   1040   0.0019        0.01297210894922615      0.01297210894922581      0.00648605447461304      3.88417783151005747      3.88417783150998019      2.44208891575502074
   1050   0.0019        0.01297210894922617      0.01297210894922583      0.00648605447461306      3.88417783151005969      3.88417783150998641      2.44208891575502429
   1060   0.0019        0.01297210894922613      0.01297210894922585      0.00648605447461305      3.88417783151005258      3.88417783150998996      2.44208891575502340
   1070   0.0019        0.01297210894922614      0.01297210894922586      0.00648605447461305      3.88417783151005258      3.88417783150999263      2.44208891575502207
   1080   0.0019        0.01297210894922616      0.01297210894922586      0.00648605447461306      3.88417783151005880      3.88417783150999085      2.44208891575502429
   1090   0.0018        0.01297210894922617      0.01297210894922588      0.00648605447461305      3.88417783151006191      3.88417783150999618      2.44208891575502340
   1100   0.0018        0.01297210894922618      0.01297210894922590      0.00648605447461306      3.88417783151006191      3.88417783150999929      2.44208891575502429
   1110   0.0018        0.01297210894922614      0.01297210894922595      0.00648605447461305      3.88417783151005436      3.88417783151001084      2.44208891575502207
   1120   0.0018        0.01297210894922612      0.01297210894922593      0.00648605447461306      3.88417783151005036      3.88417783151000773      2.44208891575502474
   1130   0.0018        0.01297210894922614      0.01297210894922593      0.00648605447461305      3.88417783151005347      3.88417783151000773      2.44208891575502340
   1140   0.0018        0.01297210894922616      0.01297210894922595      0.00648605447461305      3.88417783151005791      3.88417783151001084      2.44208891575502340
   1150   0.0017        0.01297210894922616      0.01297210894922596      0.00648605447461306      3.88417783151005747      3.88417783151001395      2.44208891575502429
   1160   0.0017        0.01297210894922613      0.01297210894922598      0.00648605447461306      3.88417783151005125      3.88417783151001883      2.44208891575502429
   1170   0.0017        0.01297210894922614      0.01297210894922598      0.00648605447461305      3.88417783151005258      3.88417783151001883      2.44208891575502340
   1180   0.0017        0.01297210894922615      0.01297210894922600      0.00648605447461306      3.88417783151005569      3.88417783151002194      2.44208891575502340
   1190   0.0017        0.01297210894922614      0.01297210894922599      0.00648605447461305      3.88417783151005436      3.88417783151002016      2.44208891575502207
   1200   0.0017        0.01297210894922615      0.01297210894922599      0.00648605447461305      3.88417783151005569      3.88417783151002105      2.44208891575502296
   1210   0.0017        0.01297210894922615      0.01297210894922600      0.00648605447461306      3.88417783151005569      3.88417783151002327      2.44208891575502340
   1220   0.0016        0.01297210894922615      0.01297210894922600      0.00648605447461306      3.88417783151005569      3.88417783151002327      2.44208891575502518
   1230   0.0016        0.01297210894922614      0.01297210894922601      0.00648605447461306      3.88417783151005258      3.88417783151002505      2.44208891575502429
   1240   0.0016        0.01297210894922616      0.01297210894922602      0.00648605447461306      3.88417783151005880      3.88417783151002638      2.44208891575502340
   1250   0.0016        0.01297210894922613      0.01297210894922605      0.00648605447461305      3.88417783151005125      3.88417783151003393      2.44208891575502252
   1260   0.0016        0.01297210894922613      0.01297210894922606      0.00648605447461305      3.88417783151005258      3.88417783151003571      2.44208891575502296
   1270   0.0016        0.01297210894922615      0.01297210894922606      0.00648605447461307      3.88417783151005569      3.88417783151003704      2.44208891575502651
   1280   0.0016        0.01297210894922613      0.01297210894922605      0.00648605447461306      3.88417783151005258      3.88417783151003260      2.44208891575502518
   1290   0.0016        0.01297210894922614      0.01297210894922605      0.00648605447461306      3.88417783151005436      3.88417783151003260      2.44208891575502474
   1300   0.0015        0.01297210894922613      0.01297210894922604      0.00648605447461307      3.88417783151005169      3.88417783151003082      2.44208891575502651
   1310   0.0015        0.01297210894922615      0.01297210894922607      0.00648605447461307      3.88417783151005569      3.88417783151003793      2.44208891575502651
   1320   0.0015        0.01297210894922613      0.01297210894922604      0.00648605447461306      3.88417783151005125      3.88417783151003082      2.44208891575502518
   1330   0.0015        0.01297210894922612      0.01297210894922609      0.00648605447461307      3.88417783151005036      3.88417783151004281      2.44208891575502607
   1340   0.0015        0.01297210894922615      0.01297210894922606      0.00648605447461307      3.88417783151005569      3.88417783151003704      2.44208891575502696
   1350   0.0015        0.01297210894922616      0.01297210894922607      0.00648605447461306      3.88417783151005880      3.88417783151003881      2.44208891575502340
   1360   0.0015        0.01297210894922614      0.01297210894922603      0.00648605447461305      3.88417783151005258      3.88417783151003038      2.44208891575502296
   1370   0.0015        0.01297210894922614      0.01297210894922609      0.00648605447461307      3.88417783151005258      3.88417783151004326      2.44208891575502740
   1380   0.0014        0.01297210894922615      0.01297210894922608      0.00648605447461306      3.88417783151005569      3.88417783151004015      2.44208891575502474
   1390   0.0014        0.01297210894922613      0.01297210894922607      0.00648605447461306      3.88417783151005258      3.88417783151003881      2.44208891575502385
   1400   0.0014        0.01297210894922614      0.01297210894922608      0.00648605447461305      3.88417783151005347      3.88417783151004015      2.44208891575502207
   1410   0.0014        0.01297210894922616      0.01297210894922608      0.00648605447461306      3.88417783151005880      3.88417783151004103      2.44208891575502474
   1420   0.0014        0.01297210894922614      0.01297210894922607      0.00648605447461306      3.88417783151005258      3.88417783151003793      2.44208891575502429
   1430   0.0014        0.01297210894922615      0.01297210894922610      0.00648605447461305      3.88417783151005747      3.88417783151004414      2.44208891575502296
   1440   0.0014        0.01297210894922614      0.01297210894922608      0.00648605447461306      3.88417783151005436      3.88417783151004015      2.44208891575502474
   1450   0.0014        0.01297210894922616      0.01297210894922609      0.00648605447461307      3.88417783151005880      3.88417783151004326      2.44208891575502651
   1460   0.0014        0.01297210894922614      0.01297210894922611      0.00648605447461306      3.88417783151005258      3.88417783151004636      2.44208891575502607
   1470   0.0014        0.01297210894922616      0.01297210894922613      0.00648605447461307      3.88417783151005791      3.88417783151005258      2.44208891575502607
   1480   0.0014        0.01297210894922615      0.01297210894922611      0.00648605447461307      3.88417783151005658      3.88417783151004725      2.44208891575502740
   1490   0.0013        0.01297210894922613      0.01297210894922609      0.00648605447461307      3.88417783151005258      3.88417783151004326      2.44208891575502607
   1500   0.0013        0.01297210894922616      0.01297210894922611      0.00648605447461306      3.88417783151005791      3.88417783151004636      2.44208891575502429
